isoform_id,bam1_count,bam2_count
CHS.45503.13,2,0
CHS.45525.1,2,0
CHS.45539.5,2,0
CHS.4582.12,2,0
CHS.45862.5,2,0
CHS.45870.2,2,0
CHS.45890.7,2,0
CHS.4590.1,2,0
CHS.45913.1,6,0
CHS.45913.2,4,0
CHS.45913.3,2,0
CHS.45913.4,4,0
CHS.45913.5,2,0
CHS.45913.6,6,0
CHS.45922.1,2,0
CHS.45948.18,2,0
CHS.45948.6,2,0
CHS.45952.3,14,0
CHS.45961.2,2,0
CHS.45961.3,2,0
CHS.45974.3,2,0
CHS.45993.2,2,0
CHS.45997.4,2,0
CHS.46037.5,2,0
CHS.46040.2,2,0
CHS.46040.8,2,0
CHS.46045.1,12,0
CHS.46045.2,2,0
CHS.46045.3,3,0
CHS.46047.1,2,0
CHS.46049.1,4,0
CHS.46056.17,2,0
CHS.46058.18,2,0
CHS.46069.1,2,0
CHS.46077.2,2,0
CHS.46077.3,2,0
CHS.46078.1,2,0
CHS.46084.1,1,0
CHS.46091.1,14,0
CHS.46146.3,2,0
CHS.46155.2,2,0
CHS.46161.4,2,0
CHS.46181.1,4,0
CHS.46181.16,4,0
CHS.46269.13,2,0
CHS.46453.1,2,0
CHS.46453.10,2,0
CHS.46453.12,2,0
CHS.46453.16,2,0
CHS.46453.9,2,0
CHS.46509.3,2,0
CHS.46630.10,2,0
CHS.46749.13,18,0
CHS.46749.18,32,0
CHS.46749.3,12,0
CHS.46776.17,2,0
CHS.4682.3,2,0
CHS.46845.14,2,0
CHS.46941.1,2,0
CHS.46948.4,2,0
CHS.46951.5,2,0
CHS.4701.2,2,0
CHS.47039.8,2,0
CHS.47054.4,2,0
CHS.47103.1,2,0
CHS.47103.12,2,0
CHS.47119.5,2,0
CHS.47169.3,2,0
CHS.47282.26,2,0
CHS.47307.2,2,0
CHS.4739.27,2,0
CHS.47503.2,2,0
CHS.47503.3,4,0
CHS.47549.16,2,0
CHS.4758.7,2,0
CHS.47613.4,2,0
CHS.47613.5,2,0
CHS.47613.6,2,0
CHS.47782.2,2,0
CHS.47785.1,2,0
CHS.47847.16,2,0
CHS.4787.6,2,0
CHS.47965.12,2,0
CHS.4946.3,4,0
CHS.49728.8,2,0
CHS.49736.18,2,0
CHS.49762.1,2,0
CHS.49762.9,2,0
CHS.49800.4,2,0
CHS.49814.4,38,0
CHS.49819.1,2,0
CHS.49846.3,2,0
CHS.49879.4,2,0
CHS.50029.24,2,0
CHS.50076.2,2,0
CHS.50106.6,2,0
CHS.50127.7,2,0
CHS.50127.8,2,0
CHS.5013.1,2,0
CHS.50133.4,2,0
CHS.50137.3,2,0
CHS.50171.15,2,0
CHS.5018.8,2,0
CHS.5021.8,2,0
CHS.50216.4,2,0
CHS.50275.24,2,0
CHS.50275.35,2,0
CHS.50388.9,2,0
CHS.50519.3,2,0
CHS.50524.1,2,0
CHS.50610.39,2,0
CHS.50646.9,2,0
CHS.50671.4,2,0
CHS.50745.4,2,0
CHS.50804.21,2,0
CHS.50830.36,2,0
CHS.50871.3,2,0
CHS.50905.2,2,0
CHS.50907.1,2,0
CHS.50927.5,2,0
CHS.50955.2,2,0
CHS.51028.1,4,0
CHS.51161.1,2,0
CHS.51164.34,2,0
CHS.51174.4,2,0
CHS.5123.25,2,0
CHS.51232.6,2,0
CHS.51240.3,2,0
CHS.51280.1,2,0
CHS.51280.26,2,0
CHS.51328.2,2,0
CHS.51340.8,2,0
CHS.51407.1,2,0
CHS.51491.2,1,0
CHS.51496.4,2,0
CHS.51559.43,2,0
CHS.51620.26,2,0
CHS.51645.3,2,0
CHS.51683.3,2,0
CHS.51757.3,2,0
CHS.51782.4,2,0
CHS.51793.4,2,0
CHS.51809.26,2,0
CHS.51894.2,2,0
CHS.51923.11,2,0
CHS.51943.4,4,0
CHS.51989.16,2,0
CHS.52032.14,2,0
CHS.52037.9,2,0
CHS.52589.8,2,0
CHS.5260.17,2,0
CHS.52869.1,2,0
CHS.5295.27,2,0
CHS.53028.4,2,0
CHS.53029.1,2,0
CHS.53045.15,2,0
CHS.53051.8,1,0
CHS.53245.28,2,0
CHS.53245.37,2,0
CHS.53248.1,2,0
CHS.53248.7,2,0
CHS.53307.7,2,0
CHS.53345.4,2,0
CHS.53405.11,2,0
CHS.53418.5,2,0
CHS.53460.4,2,0
CHS.53460.9,4,0
CHS.53503.3,2,0
CHS.53530.4,2,0
CHS.53586.2,2,0
CHS.53602.13,1,0
CHS.53661.13,2,0
CHS.53695.13,2,0
CHS.53695.16,6,0
CHS.53695.2,6,0
CHS.53788.2,2,0
CHS.53831.33,2,0
CHS.53974.1,2,0
CHS.54022.1,2,0
CHS.54022.16,2,0
CHS.54026.4,2,0
CHS.54055.1,2,0
CHS.54073.19,1,0
CHS.54073.24,2,0
CHS.54134.4,2,0
CHS.54149.5,2,0
CHS.54201.3,2,0
CHS.54266.12,2,0
CHS.54271.12,2,0
CHS.5431.13,2,0
CHS.54464.3,2,0
CHS.54502.54,1,0
CHS.54574.6,2,0
CHS.54611.2,2,0
CHS.54722.7,2,0
CHS.54725.10,2,0
CHS.54805.4,2,0
CHS.54817.6,2,0
CHS.54940.43,2,0
CHS.54974.3,2,0
CHS.55004.3,2,0
CHS.55033.2,2,0
CHS.55113.30,2,0
CHS.55156.62,2,0
CHS.55157.1,4,0
CHS.55157.13,8,0
CHS.55307.101,2,0
CHS.55309.3,2,0
CHS.55348.1,2,0
CHS.55383.18,2,0
CHS.55383.19,2,0
CHS.55403.2,4,0
CHS.55408.22,4,0
CHS.5541.4,2,0
CHS.55444.10,2,0
CHS.55444.8,2,0
CHS.5545.6,2,0
CHS.55467.4,2,0
CHS.5549.14,2,0
CHS.5562.6,4,0
CHS.55718.28,2,0
CHS.55895.8,2,0
CHS.55901.45,2,0
CHS.56006.13,2,0
CHS.56046.6,2,0
CHS.56104.1,2,0
CHS.5614.10,2,0
CHS.56157.37,2,0
CHS.5624.10,2,0
CHS.5624.3,2,0
CHS.56283.6,2,0
CHS.56364.13,2,0
CHS.56396.1,2,0
CHS.56422.37,2,0
CHS.56436.28,2,0
CHS.56443.3,2,0
CHS.56460.12,4,0
CHS.56460.14,2,0
CHS.56515.5,2,0
CHS.56630.6,2,0
CHS.56635.13,2,0
CHS.56638.7,2,0
CHS.56639.10,2,0
CHS.56642.2,2,0
CHS.56649.3,2,0
CHS.56666.4,2,0
CHS.56694.6,2,0
CHS.56720.20,2,0
CHS.56749.1,2,0
CHS.56797.1,4,0
CHS.56800.9,2,0
CHS.56813.7,2,0
CHS.56839.2,2,0
CHS.56953.5,2,0
CHS.57007.3,2,0
CHS.5701.5,2,0
CHS.57011.15,4,0
CHS.57049.1,2,0
CHS.57049.14,6,0
CHS.57170.10,2,0
CHS.57239.19,2,0
CHS.5730.5,2,0
CHS.57315.1,3,0
CHS.57316.1,8,0
CHS.57317.1,26,0
CHS.57318.1,8,0
CHS.57319.1,11,0
CHS.57321.1,2,0
CHS.57322.1,4,0
CHS.57323.1,3,0
CHS.57324.1,23,0
CHS.57325.1,12,0
CHS.57326.1,3,0
CHS.57461.2,4,0
CHS.57540.5,14,0
CHS.57590.1,4,0
CHS.5764.5,2,0
CHS.57655.2,2,0
CHS.57697.1,4,0
CHS.57697.2,2,0
CHS.57709.2,4,0
CHS.57825.23,2,0
CHS.57837.5,2,0
CHS.57851.2,2,0
CHS.57851.20,2,0
CHS.57929.4,2,0
CHS.57966.20,2,0
CHS.58072.41,2,0
CHS.58222.5,2,0
CHS.58233.2,2,0
CHS.58242.30,2,0
CHS.58262.13,2,0
CHS.58262.2,8,0
CHS.58287.10,2,0
CHS.58315.7,2,0
CHS.58321.1,4,0
CHS.58325.3,2,0
CHS.58329.8,2,0
CHS.58334.2,1,0
CHS.58427.3,2,0
CHS.58428.1,2,0
CHS.58537.16,2,0
CHS.5862.10,2,0
CHS.58642.7,2,0
CHS.58652.3,2,0
CHS.58660.3,2,0
CHS.5872.19,2,0
CHS.58720.3,2,0
CHS.58723.6,2,0
CHS.58766.9,2,0
CHS.58973.18,2,0
CHS.590.6,2,0
CHS.59043.11,2,0
CHS.59057.15,2,0
CHS.59070.16,2,0
CHS.59070.17,2,0
CHS.59070.27,4,0
CHS.59073.1,2,0
CHS.59076.10,2,0
CHS.59076.18,2,0
CHS.59076.26,2,0
CHS.59076.8,2,0
CHS.59082.1,2,0
CHS.59117.1,2,0
CHS.5961.7,2,0
CHS.6005.9,2,0
CHS.60410.1,4,0
CHS.60412.1,20,0
CHS.6148.3,2,0
CHS.6168.21,2,0
CHS.6188.1,2,0
CHS.6225.1,2,0
CHS.6256.2,2,0
CHS.6355.8,2,0
CHS.6367.13,1,0
CHS.6367.4,2,0
CHS.6400.3,2,0
CHS.6412.1,4,0
CHS.6457.12,2,0
CHS.6535.13,2,0
CHS.6573.4,2,0
CHS.6573.6,2,0
CHS.6573.7,2,0
CHS.6756.3,2,0
CHS.6756.5,2,0
CHS.6814.29,2,0
CHS.6814.42,2,0
CHS.6814.46,2,0
CHS.6864.4,2,0
CHS.6882.16,2,0
CHS.6882.17,2,0
CHS.6895.3,2,0
CHS.6899.7,4,0
CHS.6902.1,2,0
CHS.6981.1,10,0
CHS.6988.2,2,0
CHS.7.15,0,459
CHS.7.27,0,580
CHS.7.36,0,568
CHS.7048.56,2,0
CHS.706.7,2,0
CHS.7081.65,2,0
CHS.7163.15,2,0
CHS.7169.2,2,0
CHS.717.22,2,0
CHS.746.5,2,0
CHS.746.6,2,0
CHS.7519.2,2,0
CHS.7519.4,2,0
CHS.7679.14,2,0
CHS.771.17,4,0
CHS.7732.12,4,0
CHS.7791.1,2,0
CHS.7859.3,2,0
CHS.7990.9,2,0
CHS.8014.3,2,0
CHS.8031.5,2,0
CHS.8048.7,2,0
CHS.8066.3,2,0
CHS.8079.43,2,0
CHS.8087.1,2,0
CHS.8087.3,4,0
CHS.8110.2,2,0
CHS.8150.2,2,0
CHS.8159.2,2,0
CHS.817.78,2,0
CHS.8233.1,4,0
CHS.8233.15,2,0
CHS.8233.2,4,0
CHS.8233.3,2,0
CHS.8255.6,2,0
CHS.8350.1,2,0
CHS.8377.1,6,0
CHS.8384.1,2,0
CHS.8389.3,2,0
CHS.8425.1,2,0
CHS.8436.4,2,0
CHS.8457.1,4,0
CHS.8501.5,2,0
CHS.8597.2,2,0
CHS.8603.2,2,0
CHS.8608.29,2,0
CHS.865.10,2,0
CHS.865.11,2,0
CHS.8731.10,1,0
CHS.8731.13,2,0
CHS.8739.2,2,0
CHS.8750.3,2,0
CHS.8754.4,2,0
CHS.8841.13,2,0
CHS.8883.2,2,0
CHS.8908.1,2,0
CHS.8913.11,2,0
CHS.8916.14,2,0
CHS.8948.12,4,0
CHS.8948.2,4,0
CHS.8956.9,2,0
CHS.8974.4,2,0
CHS.898.1,2,0
CHS.9054.5,2,0
CHS.909.4,2,0
CHS.91.15,2,0
CHS.9110.1,2,0
CHS.9110.5,2,0
CHS.9115.1,1,0
CHS.9136.23,2,0
CHS.9168.21,2,0
CHS.9170.12,2,0
CHS.9192.6,2,0
CHS.920.2,2,0
CHS.9223.12,2,0
CHS.9285.1,2,0
CHS.9285.14,2,0
CHS.9446.9,2,0
CHS.9460.4,2,0
CHS.9511.4,2,0
CHS.9511.5,2,0
CHS.9511.6,4,0
CHS.9623.4,2,0
CHS.9625.4,2,0
CHS.9738.21,2,0
CHS.9825.14,2,0
CHS.9931.11,2,0
CHS.9950.11,4,0
CHS.996.1,2,0
